,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,credit_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,Total Wealth,social_class,loan_type,credit_rating,loan_term_type
1058,3,Not Graduate,Yes,3000000,11400000,10,424,1800000,4200000,10900000,1500000,Rejected,21400000,Low Middle Class,Silver,Very Poor,Long Term
1059,0,Graduate,No,4300000,16900000,18,469,200000,5800000,12000000,6200000,Rejected,28500000,Low Middle Class,Gold,Very Poor,Long Term
1060,4,Not Graduate,Yes,3500000,8300000,2,897,7900000,5500000,12600000,1800000,Approved,31300000,Low Middle Class,Silver,Excellent,Short Term
1061,3,Not Graduate,No,300000,500000,2,477,700000,200000,800000,400000,Rejected,2400000,Low Class,Bronze,Very Poor,Short Term
1062,3,Not Graduate,Yes,600000,1400000,16,509,600000,300000,2400000,900000,Rejected,4800000,Low Class,Bronze,Poor,Long Term
1063,0,Graduate,Yes,800000,1700000,4,752,2300000,1100000,3200000,400000,Approved,7800000,Low Class,Bronze,Good,Intermedate Term
1064,0,Not Graduate,Yes,5600000,19100000,14,875,16700000,4700000,15100000,7700000,Approved,49800000,High Middle Class,Gold,Excellent,Long Term
1065,2,Not Graduate,Yes,1800000,3600000,4,343,3400000,1100000,6200000,1500000,Rejected,14000000,Low Middle Class,Bronze,Very Poor,Intermedate Term
1066,0,Graduate,No,6800000,20800000,20,819,16500000,11900000,26700000,8000000,Approved,69900000,High Class,Gold,Excellent,Long Term
1067,2,Graduate,Yes,4200000,16800000,2,433,3300000,0,14100000,3700000,Approved,25300000,Low Middle Class,Gold,Very Poor,Short Term
1068,1,Not Graduate,Yes,200000,400000,6,768,300000,100000,600000,0,Approved,1200000,Low Class,Bronze,Good,Intermedate Term
1069,2,Graduate,Yes,8500000,31800000,6,714,17000000,900000,26600000,5600000,Approved,58600000,High Middle Class,Platinum,Good,Intermedate Term
1070,2,Not Graduate,Yes,2800000,10100000,16,531,2900000,2900000,7200000,4100000,Rejected,19900000,Low Middle Class,Silver,Poor,Long Term
1071,0,Graduate,Yes,3600000,8600000,6,529,3500000,3300000,11300000,5200000,Rejected,26900000,Low Middle Class,Silver,Poor,Intermedate Term
1072,1,Not Graduate,No,6200000,19500000,20,448,3300000,7100000,22400000,8000000,Rejected,47000000,High Middle Class,Gold,Very Poor,Long Term
1073,1,Graduate,No,2700000,10000000,2,584,6500000,2700000,7700000,3400000,Approved,23000000,Low Middle Class,Silver,Poor,Short Term
1074,1,Graduate,No,6800000,22900000,4,501,3900000,9400000,17300000,4400000,Approved,41800000,High Middle Class,Gold,Poor,Intermedate Term
1075,2,Not Graduate,No,6300000,24500000,18,848,10200000,3500000,18200000,8200000,Approved,46400000,High Middle Class,Platinum,Excellent,Long Term
1076,4,Not Graduate,No,8800000,19100000,6,586,17600000,8800000,20600000,12400000,Approved,68200000,High Class,Gold,Poor,Intermedate Term
1077,1,Graduate,No,5900000,13000000,2,386,16300000,5000000,12000000,3800000,Rejected,43000000,High Middle Class,Silver,Very Poor,Short Term
1078,5,Not Graduate,Yes,9800000,37900000,18,301,6700000,4900000,34300000,6200000,Rejected,61900000,High Class,Platinum,Very Poor,Long Term
1079,2,Graduate,No,3300000,8300000,6,653,4700000,3100000,8300000,4600000,Approved,24000000,Low Middle Class,Silver,Fair,Intermedate Term
1080,4,Graduate,Yes,300000,500000,14,448,700000,100000,800000,100000,Rejected,2000000,Low Class,Bronze,Very Poor,Long Term
1081,1,Not Graduate,Yes,4800000,11600000,16,696,1400000,9400000,11800000,6500000,Approved,33900000,Low Middle Class,Silver,Good,Long Term
1082,1,Graduate,No,7500000,28300000,16,707,9700000,1100000,16300000,6700000,Approved,41300000,High Middle Class,Platinum,Good,Long Term
1083,2,Not Graduate,No,8600000,21700000,4,429,5500000,10800000,30900000,6000000,Rejected,61800000,High Class,Gold,Very Poor,Intermedate Term
1084,4,Not Graduate,No,8900000,21100000,6,631,4200000,200000,25800000,6200000,Approved,45300000,High Middle Class,Gold,Fair,Intermedate Term
1085,5,Not Graduate,Yes,9600000,29600000,4,446,22900000,3500000,36600000,13200000,Approved,85800000,High Class,Platinum,Very Poor,Intermedate Term
1086,0,Graduate,Yes,7700000,18100000,18,705,6100000,5100000,23800000,6300000,Approved,49000000,High Middle Class,Gold,Good,Long Term
1087,3,Not Graduate,Yes,7000000,15200000,2,709,10300000,12500000,20700000,4000000,Approved,54500000,High Middle Class,Gold,Good,Short Term
1088,4,Not Graduate,Yes,7800000,19500000,14,739,1900000,9000000,20400000,4400000,Approved,43500000,High Middle Class,Gold,Good,Long Term
1089,3,Graduate,No,5100000,11000000,6,336,-100000,5800000,11600000,7500000,Rejected,29900000,Low Middle Class,Silver,Very Poor,Intermedate Term
1090,4,Graduate,No,9400000,32600000,4,898,18200000,4000000,22000000,10200000,Approved,63800000,High Class,Platinum,Excellent,Intermedate Term
1091,4,Not Graduate,Yes,600000,2100000,6,558,1300000,1000000,2200000,300000,Approved,5400000,Low Class,Bronze,Poor,Intermedate Term
1092,3,Graduate,No,5100000,13300000,4,589,11200000,2700000,20200000,6100000,Approved,45300000,High Middle Class,Silver,Poor,Intermedate Term
1093,2,Graduate,Yes,3800000,14400000,2,301,2300000,1400000,7600000,2400000,Rejected,17500000,Low Middle Class,Silver,Very Poor,Short Term
1094,2,Not Graduate,Yes,5300000,21200000,14,516,2200000,5000000,20900000,7700000,Rejected,41100000,High Middle Class,Gold,Poor,Long Term
1095,5,Not Graduate,No,1100000,3600000,12,315,1300000,700000,3100000,1400000,Rejected,7600000,Low Class,Bronze,Very Poor,Long Term
1096,3,Not Graduate,No,6400000,14400000,10,546,10600000,10000000,21200000,5100000,Rejected,53300000,High Middle Class,Silver,Poor,Long Term
1097,0,Not Graduate,Yes,5100000,14500000,14,559,11000000,1100000,12300000,6000000,Approved,35500000,Low Middle Class,Silver,Poor,Long Term
1098,3,Graduate,Yes,5300000,16900000,2,350,15800000,3100000,14300000,6800000,Approved,45300000,High Middle Class,Gold,Very Poor,Short Term
1099,1,Graduate,No,6700000,18700000,8,583,9300000,4100000,17100000,6900000,Approved,44100000,High Middle Class,Gold,Poor,Long Term
1100,2,Not Graduate,No,4000000,9400000,8,874,4400000,3700000,10200000,4800000,Approved,27100000,Low Middle Class,Silver,Excellent,Long Term
1101,2,Not Graduate,Yes,3900000,11600000,8,808,5800000,3100000,12900000,5000000,Approved,30700000,Low Middle Class,Silver,Excellent,Long Term
1102,1,Graduate,Yes,1600000,4900000,16,487,4300000,1100000,3900000,2000000,Rejected,12900000,Low Middle Class,Silver,Very Poor,Long Term
1103,3,Graduate,No,2700000,7800000,14,870,5400000,5300000,5700000,2100000,Approved,21200000,Low Middle Class,Silver,Excellent,Long Term
1104,3,Graduate,No,1400000,3800000,8,840,1700000,200000,5300000,1500000,Approved,10100000,Low Class,Bronze,Excellent,Long Term
1105,4,Not Graduate,Yes,8000000,19200000,18,682,2500000,8900000,19000000,5300000,Approved,43700000,High Middle Class,Gold,Good,Long Term
1106,3,Graduate,Yes,8200000,28900000,10,668,23800000,4500000,28700000,10900000,Approved,76100000,High Class,Platinum,Good,Long Term
1107,5,Graduate,Yes,4800000,10300000,8,781,4800000,6800000,11100000,4300000,Approved,31800000,Low Middle Class,Silver,Excellent,Long Term
1108,4,Graduate,No,8100000,19000000,6,375,4100000,14500000,19100000,11900000,Rejected,57700000,High Middle Class,Gold,Very Poor,Intermedate Term
1109,4,Not Graduate,No,5900000,14900000,14,857,2600000,9500000,16000000,3500000,Approved,37500000,High Middle Class,Gold,Excellent,Long Term
1110,5,Graduate,Yes,8100000,32100000,6,823,18200000,1800000,24100000,6500000,Approved,58700000,High Middle Class,Platinum,Excellent,Intermedate Term
1111,0,Graduate,No,1400000,5000000,8,686,1800000,1900000,3200000,1500000,Approved,9800000,Low Class,Silver,Good,Long Term
1112,1,Graduate,No,1600000,6300000,2,721,3000000,600000,5200000,900000,Approved,11300000,Low Class,Silver,Good,Short Term
1113,4,Graduate,No,4600000,9400000,18,545,800000,2400000,11500000,6300000,Rejected,25600000,Low Middle Class,Silver,Poor,Long Term
1114,1,Not Graduate,No,2900000,8900000,6,523,900000,5600000,9700000,1800000,Rejected,20900000,Low Middle Class,Silver,Poor,Intermedate Term
1115,2,Graduate,Yes,8600000,24900000,20,607,13600000,7600000,31800000,5400000,Approved,67000000,High Class,Platinum,Fair,Long Term
1116,4,Not Graduate,No,3800000,14900000,20,428,6500000,3500000,12200000,2500000,Rejected,28500000,Low Middle Class,Gold,Very Poor,Long Term
1117,0,Not Graduate,No,8200000,20300000,4,666,13100000,10200000,25900000,7800000,Approved,65200000,High Class,Gold,Good,Intermedate Term
1118,3,Graduate,No,3200000,10100000,20,704,3400000,4800000,9000000,3900000,Approved,24300000,Low Middle Class,Silver,Good,Long Term
1119,0,Not Graduate,Yes,8100000,23800000,10,794,5400000,15500000,20700000,8800000,Approved,58500000,High Middle Class,Platinum,Excellent,Long Term
1120,1,Graduate,Yes,9800000,23300000,12,430,3200000,12600000,30500000,13900000,Rejected,70000000,High Class,Gold,Very Poor,Long Term
1121,0,Not Graduate,No,200000,500000,20,615,500000,200000,600000,200000,Approved,1700000,Low Class,Bronze,Fair,Long Term
1122,0,Not Graduate,No,6600000,14100000,20,360,6800000,5100000,25400000,7800000,Rejected,51700000,High Middle Class,Silver,Very Poor,Long Term
1123,0,Not Graduate,No,9100000,18300000,14,458,6100000,9200000,34100000,10000000,Rejected,68500000,High Class,Gold,Very Poor,Long Term
1124,2,Not Graduate,No,5500000,20400000,12,887,8800000,9400000,12300000,3300000,Approved,39300000,High Middle Class,Gold,Excellent,Long Term
1125,4,Not Graduate,No,7200000,27400000,8,735,14100000,14200000,19400000,9500000,Approved,64400000,High Class,Platinum,Good,Long Term
1126,1,Not Graduate,No,2400000,5600000,16,379,3700000,600000,7200000,3400000,Rejected,17300000,Low Middle Class,Silver,Very Poor,Long Term
1127,4,Graduate,No,9600000,25500000,20,544,4000000,11400000,23800000,11100000,Rejected,59900000,High Class,Platinum,Poor,Long Term
1128,1,Graduate,Yes,5800000,16700000,12,721,1100000,9700000,17200000,7500000,Approved,41300000,High Middle Class,Gold,Good,Long Term
1129,4,Not Graduate,No,2300000,6000000,8,676,6000000,400000,4800000,2200000,Approved,15700000,Low Middle Class,Silver,Good,Long Term
1130,1,Not Graduate,No,300000,1200000,4,342,800000,100000,1100000,200000,Approved,2500000,Low Class,Bronze,Very Poor,Intermedate Term
1131,0,Not Graduate,No,9900000,27000000,16,566,3500000,17300000,36900000,11500000,Approved,79100000,High Class,Platinum,Poor,Long Term
1132,2,Not Graduate,No,3500000,14000000,2,355,8700000,1600000,11800000,2900000,Approved,28500000,Low Middle Class,Silver,Very Poor,Short Term
1133,2,Graduate,No,4800000,18500000,20,605,5700000,5500000,14700000,5800000,Approved,36500000,Low Middle Class,Gold,Fair,Long Term
1134,2,Not Graduate,No,1600000,5200000,16,525,300000,2900000,5600000,1600000,Rejected,12000000,Low Middle Class,Silver,Poor,Long Term
1135,5,Graduate,Yes,800000,2500000,12,403,500000,0,3200000,800000,Rejected,5300000,Low Class,Bronze,Very Poor,Long Term
1136,1,Graduate,Yes,9000000,33500000,18,727,18800000,10500000,28100000,5300000,Approved,71700000,High Class,Platinum,Good,Long Term
1137,1,Graduate,No,8300000,28900000,12,529,18300000,3900000,32500000,5800000,Rejected,68800000,High Class,Platinum,Poor,Long Term
1138,4,Graduate,No,2800000,6100000,18,415,2200000,4200000,8400000,2000000,Rejected,19600000,Low Middle Class,Silver,Very Poor,Long Term
1139,1,Graduate,Yes,6400000,17300000,10,879,10000000,1100000,15400000,8200000,Approved,41100000,High Middle Class,Gold,Excellent,Long Term
1140,2,Not Graduate,Yes,6000000,12600000,16,649,4800000,5300000,23900000,5100000,Approved,45100000,High Middle Class,Silver,Fair,Long Term
1141,0,Graduate,No,2900000,9800000,16,395,5400000,4300000,8600000,2400000,Rejected,23600000,Low Middle Class,Silver,Very Poor,Long Term
1142,0,Graduate,No,6500000,24100000,20,488,3300000,6000000,22900000,9700000,Rejected,48400000,High Middle Class,Platinum,Very Poor,Long Term
1143,1,Graduate,Yes,200000,400000,8,569,200000,200000,700000,300000,Approved,1600000,Low Class,Bronze,Poor,Long Term
1144,1,Not Graduate,No,8400000,24600000,14,817,1800000,13100000,31300000,8200000,Approved,62800000,High Class,Platinum,Excellent,Long Term
1145,1,Graduate,Yes,6100000,17800000,20,706,16000000,10900000,16900000,4300000,Approved,54200000,High Middle Class,Gold,Good,Long Term
1146,2,Graduate,Yes,8000000,31200000,8,553,6800000,3500000,21000000,10300000,Approved,49600000,High Middle Class,Platinum,Poor,Long Term
1147,5,Not Graduate,Yes,900000,1800000,14,464,2300000,300000,1800000,700000,Rejected,6000000,Low Class,Bronze,Very Poor,Long Term
1148,2,Graduate,No,7300000,20000000,6,729,13100000,10700000,17900000,9100000,Approved,58100000,High Middle Class,Gold,Good,Intermedate Term
1149,4,Not Graduate,Yes,3700000,7400000,12,363,4800000,6800000,10500000,4400000,Rejected,30200000,Low Middle Class,Silver,Very Poor,Long Term
1150,2,Graduate,No,5200000,17200000,12,565,3500000,1300000,20000000,6300000,Approved,36300000,Low Middle Class,Gold,Poor,Long Term
1151,1,Graduate,No,7200000,21000000,14,421,3500000,11600000,21800000,4600000,Rejected,48700000,High Middle Class,Gold,Very Poor,Long Term
1152,0,Not Graduate,Yes,9400000,34200000,10,512,13100000,15600000,32600000,6300000,Rejected,77000000,High Class,Platinum,Poor,Long Term
1153,3,Not Graduate,Yes,3400000,12400000,2,730,2500000,3900000,12200000,4600000,Approved,26600000,Low Middle Class,Silver,Good,Short Term
1154,0,Graduate,No,600000,2300000,8,627,1800000,500000,2200000,300000,Approved,5400000,Low Class,Bronze,Fair,Long Term
1155,0,Not Graduate,Yes,3300000,10000000,16,434,3000000,4100000,12900000,4100000,Rejected,27400000,Low Middle Class,Silver,Very Poor,Long Term
1156,2,Graduate,Yes,5900000,14300000,2,410,11900000,4400000,16900000,4100000,Rejected,43200000,High Middle Class,Silver,Very Poor,Short Term
1157,3,Not Graduate,No,1300000,3600000,16,624,2400000,2300000,3300000,1900000,Approved,11200000,Low Class,Bronze,Fair,Long Term
1158,4,Graduate,Yes,5700000,16900000,4,656,13000000,7400000,22000000,8400000,Approved,56500000,High Middle Class,Gold,Fair,Intermedate Term
1159,2,Not Graduate,No,7700000,27300000,16,758,7300000,4600000,24800000,9100000,Approved,53500000,High Middle Class,Platinum,Good,Long Term
1160,4,Not Graduate,Yes,7000000,23500000,18,336,15000000,9500000,19700000,7800000,Rejected,59000000,High Class,Platinum,Very Poor,Long Term
1161,5,Graduate,No,8100000,21900000,18,378,5200000,3400000,16200000,9600000,Rejected,42500000,High Middle Class,Gold,Very Poor,Long Term
1162,1,Graduate,Yes,1900000,4200000,4,620,4700000,2800000,7500000,900000,Approved,17800000,Low Middle Class,Bronze,Fair,Intermedate Term
1163,2,Graduate,No,4500000,9100000,18,593,-100000,600000,12400000,2500000,Approved,19900000,Low Middle Class,Silver,Poor,Long Term
1164,0,Not Graduate,Yes,9600000,34000000,12,710,23800000,10300000,38100000,7800000,Approved,89600000,High Class,Platinum,Good,Long Term
1165,1,Not Graduate,Yes,5400000,20700000,8,753,1900000,800000,19000000,3600000,Approved,30700000,Low Middle Class,Gold,Good,Long Term
1166,1,Not Graduate,Yes,7800000,27200000,16,454,16100000,3400000,17100000,11400000,Rejected,55800000,High Middle Class,Platinum,Very Poor,Long Term
1167,1,Graduate,Yes,8200000,19100000,8,619,17200000,12200000,31500000,6600000,Approved,75700000,High Class,Gold,Fair,Long Term
1168,2,Graduate,No,8900000,28500000,6,367,22200000,16600000,21500000,9300000,Rejected,78500000,High Class,Platinum,Very Poor,Intermedate Term
1169,1,Graduate,No,1400000,3100000,20,384,200000,1200000,4200000,1800000,Rejected,8800000,Low Class,Bronze,Very Poor,Long Term
1170,2,Graduate,No,1700000,5900000,16,610,3100000,300000,3700000,1300000,Approved,10100000,Low Class,Silver,Fair,Long Term
1171,0,Graduate,No,5300000,19500000,12,802,9800000,3300000,15200000,3200000,Approved,36800000,High Middle Class,Gold,Excellent,Long Term
1172,3,Graduate,No,6500000,25200000,10,858,15400000,10900000,14000000,8100000,Approved,54900000,High Middle Class,Platinum,Excellent,Long Term
1173,2,Graduate,No,5900000,14000000,8,599,4700000,9500000,17800000,6700000,Approved,44600000,High Middle Class,Silver,Poor,Long Term
1174,4,Graduate,Yes,9800000,27000000,2,395,18700000,3000000,23000000,9700000,Rejected,64200000,High Class,Platinum,Very Poor,Short Term
1175,3,Graduate,Yes,7700000,16200000,6,380,11500000,15100000,22500000,6400000,Rejected,63200000,High Class,Gold,Very Poor,Intermedate Term
1176,1,Graduate,No,7900000,27100000,10,803,20000000,9800000,22200000,6600000,Approved,66500000,High Class,Platinum,Excellent,Long Term
1177,4,Graduate,No,3500000,8900000,20,809,7100000,1500000,13700000,3200000,Approved,29000000,Low Middle Class,Silver,Excellent,Long Term
1178,4,Not Graduate,No,2400000,6600000,2,722,6100000,3300000,5600000,3000000,Approved,20400000,Low Middle Class,Silver,Good,Short Term
1179,5,Graduate,No,9900000,35700000,10,392,7900000,4300000,39200000,13000000,Rejected,74300000,High Class,Platinum,Very Poor,Long Term
1180,0,Graduate,No,3900000,14500000,8,545,5900000,3000000,10300000,3400000,Rejected,26500000,Low Middle Class,Silver,Poor,Long Term
1181,2,Not Graduate,Yes,7300000,28500000,10,799,21500000,3100000,15800000,4300000,Approved,52000000,High Middle Class,Platinum,Excellent,Long Term
1182,0,Graduate,Yes,6400000,21900000,12,727,15400000,10100000,24000000,5300000,Approved,61200000,High Class,Gold,Good,Long Term
1183,4,Graduate,No,7100000,19800000,18,530,7100000,3400000,20900000,7100000,Rejected,45600000,High Middle Class,Gold,Poor,Long Term
1184,2,Not Graduate,No,8800000,19000000,14,637,13700000,13900000,27100000,6100000,Approved,69600000,High Class,Gold,Fair,Long Term
1185,5,Graduate,No,7400000,21000000,4,561,21300000,3800000,26400000,3900000,Approved,62800000,High Class,Gold,Poor,Intermedate Term
1186,2,Not Graduate,No,4400000,12000000,20,421,9300000,2700000,15700000,3400000,Rejected,35500000,Low Middle Class,Silver,Very Poor,Long Term
1187,3,Graduate,Yes,8600000,30300000,14,459,12000000,4100000,23800000,9100000,Rejected,57600000,High Middle Class,Platinum,Very Poor,Long Term
1188,3,Not Graduate,No,6900000,26000000,14,828,14800000,4200000,18500000,3600000,Approved,48000000,High Middle Class,Platinum,Excellent,Long Term
1189,4,Graduate,No,9600000,27500000,20,679,23400000,7500000,37800000,6300000,Approved,84600000,High Class,Platinum,Good,Long Term
1190,2,Graduate,Yes,8100000,25700000,8,455,22300000,11500000,19800000,9500000,Rejected,71200000,High Class,Platinum,Very Poor,Long Term
1191,0,Not Graduate,No,2600000,9400000,18,879,2800000,1400000,5100000,2300000,Approved,14200000,Low Middle Class,Silver,Excellent,Long Term
